SubNo,BlkNo,Trty,Resp,Cor,RT,PFresp,PFno,Congru,Effector,BadSub,Practice,RTinBounds
4,2,2,Z,1,417.394,2156.719,-5.453,2,1,0,0,1
4,2,3,/,1,375.858,2076.793,-2.068,1,2,0,0,1
4,2,1,Z,1,338.234,1878.121,7.971,1,1,0,0,1
4,2,2,Z,1,402.118,2052.959,12.201,2,1,0,0,1
4,2,1,Z,1,348.139,1680.446,8.705,1,1,0,0,1
4,2,2,Z,1,387.75,1778.281,5.306,2,1,0,0,1
4,2,4,/,1,500.669,1952.362,1.296,2,2,0,0,1
4,2,4,/,1,464.92,1981.458,-5.833,2,2,0,0,1
4,2,3,/,1,272.636,1855.414,6.419,1,2,0,0,1
4,2,3,/,1,309.889,1776.559,5.895,1,2,0,0,1
4,2,4,/,1,447.311,1573.518,6.481,2,2,0,0,1
4,2,3,/,1,426.666,2054.469,6.975,1,2,0,0,1
4,2,1,Z,1,387.29,1915.126,5.819,1,1,0,0,1
4,2,1,Z,1,339.243,1801.366,9.096,1,1,0,0,1
4,2,1,Z,1,437.619,1979.166,-0.978,1,1,0,0,1
4,2,3,/,1,378.532,1768.882,0.957,1,2,0,0,1
4,2,2,Z,1,532.882,1986.419,3.961,2,1,0,0,1
4,2,1,Z,1,404.032,1646.743,16.162,1,1,0,0,1
4,2,2,Z,1,645.6,1774.423,7.751,2,1,0,0,1
4,2,1,Z,1,335.657,1520.422,2.127,1,1,0,0,1
4,2,4,/,1,426.807,1857.59,-4.66,2,2,0,0,1
4,2,3,/,1,312.259,1994.784,3.055,1,2,0,0,1
4,2,4,/,1,467.71,1875.586,-0.957,2,2,0,0,1
4,2,2,Z,1,585.344,2016.819,29.268,2,1,0,0,1
4,2,4,/,1,407.146,2087.331,-6.975,2,2,0,0,1
4,3,3,/,1,460.095,2151.32,-0.185,1,2,0,0,1
4,3,4,/,1,402.464,1594.84,2.315,2,2,0,0,1
4,3,3,/,1,291.799,1889.767,3.611,1,2,0,0,1
4,3,1,Z,1,481.185,2235.574,41.64,1,1,0,0,1
4,3,4,/,1,326.257,1596.747,21.172,2,2,0,0,1
4,3,1,Z,1,440.119,2419.423,2.91,1,1,0,0,1
4,3,1,Z,1,651.655,2119.684,11.59,1,1,0,0,1
4,3,2,Z,1,487.774,2065.181,3.154,2,1,0,0,1
4,3,1,Z,1,444.018,2201.069,6.602,1,1,0,0,1
4,3,2,Z,1,373.152,2252.487,5.697,2,1,0,0,1
4,3,2,Z,1,370.944,2132.894,6.357,2,1,0,0,1
4,3,2,Z,1,348.287,2345.415,5.55,2,1,0,0,1
4,3,4,/,1,460.597,1969.404,6.944,2,2,0,0,1
4,3,2,Z,1,355.605,2151.504,8.191,2,1,0,0,1
4,3,3,/,1,381.251,1701.372,0.37,1,2,0,0,1
4,3,1,Z,1,298.524,2249.277,3.203,1,1,0,0,1
4,3,4,/,1,392.316,2088.407,0.556,2,2,0,0,1
4,3,4,/,1,467.988,1591.563,5.771,2,2,0,0,1
4,3,2,Z,1,371.572,2216.408,6.748,2,1,0,0,1
4,3,2,Z,1,366.224,2092.494,1.614,2,1,0,0,1
4,3,3,/,1,496.332,2072.587,0.772,1,2,0,0,1
4,3,4,/,1,400.976,2050.361,2.407,2,2,0,0,1
4,3,4,/,1,363.9,2180,5.833,2,2,0,0,1
4,3,4,/,1,355.245,1958.499,4.568,2,2,0,0,1
4,3,3,/,1,423.513,1968.084,4.66,1,2,0,0,1
4,3,1,Z,1,487.505,2190.576,2.176,1,1,0,0,1
4,3,1,Z,1,358.448,2198.446,0.342,1,1,0,0,1
4,3,3,/,1,369.348,2108.384,4.352,1,2,0,0,1
4,3,3,/,1,488.101,1628.973,13.178,1,2,0,0,1
4,3,4,/,1,418.137,2074.079,-7.623,2,2,0,0,1
4,3,3,/,1,322.219,2126.477,0.586,1,2,0,0,1
4,3,3,/,1,305.259,2039.921,3.95,1,2,0,0,1
4,3,1,Z,1,336.429,2037.651,7.262,1,1,0,0,1
4,3,1,Z,1,357.322,2202.983,8.313,1,1,0,0,1
4,3,3,/,1,442.159,1911.847,2.407,1,2,0,0,1
4,3,2,Z,1,412.426,2058.483,2.641,2,1,0,0,1
4,3,1,Z,1,416.463,2123.11,7.237,1,1,0,0,1
4,3,2,Z,1,521.043,1964.784,5.501,2,1,0,0,1
4,3,4,/,1,355.391,1758.783,-0.339,2,2,0,0,1
4,3,2,Z,1,357.943,1797.261,5.55,2,1,0,0,1
4,4,4,/,1,401.634,1911.113,3.981,2,2,0,0,1
4,4,1,Z,1,358.445,2059.101,5.722,1,1,0,0,1
4,4,3,/,1,386.076,1860.402,7.438,1,2,0,0,1
4,4,4,/,1,478.592,2030.385,0.463,2,2,0,0,1
4,4,4,/,1,341.342,1975.761,1.481,2,2,0,0,1
4,4,2,Z,1,376.528,1850.438,-0.245,2,1,0,0,1
4,4,4,/,1,310.805,1951.335,3.21,2,2,0,0,1
4,4,3,/,1,340.415,2151.393,5.061,1,2,0,0,1
4,4,3,/,1,313.039,1925.637,7.469,1,2,0,0,1
4,4,3,/,1,416.9,1986.52,7.531,1,2,0,0,1
4,4,1,Z,1,346.743,2032.559,13.888,1,1,0,0,1
4,4,1,Z,1,356.698,2110.456,9.707,1,1,0,0,1
4,4,1,Z,1,316.528,1990.462,-1.663,1,1,0,0,1
4,4,1,Z,1,329.395,1986.573,10.465,1,1,0,0,1
4,4,2,Z,1,364.628,2016.85,2.567,2,1,0,0,1
4,4,1,Z,1,424.903,1912.441,8.313,1,1,0,0,1
4,4,2,Z,1,522.27,1796.86,5.379,2,1,0,0,1
4,4,3,/,1,484.987,1942.41,11.172,1,2,0,0,1
4,4,1,Z,1,397.496,1869.202,4.475,1,1,0,0,1
4,4,4,/,1,360.492,1989.919,3.457,2,2,0,0,1
4,4,1,Z,1,342.052,1698.655,3.203,1,1,0,0,1
4,4,2,Z,1,442.738,1841.734,2.91,2,1,0,0,1
4,4,4,/,1,390.226,1673.498,-1.111,2,2,0,0,1
4,4,2,Z,1,394.981,1670.292,6.064,2,1,0,0,1
4,4,4,/,1,432.2,957.378,3.117,2,2,0,0,1
4,4,4,/,1,404.943,1870.353,5.987,2,2,0,0,1
4,4,2,Z,1,407.979,2199.958,3.986,2,1,0,0,1
4,4,1,Z,1,522.182,2579.478,0.758,1,1,0,0,1
4,4,3,/,1,333.525,2318.393,6.666,1,2,0,0,1
4,4,4,/,1,506.899,2270.665,1.142,2,2,0,0,1
4,4,1,Z,1,659.922,2247.518,3.399,1,1,0,0,1
4,4,4,/,1,459.028,2226.726,1.204,2,2,0,0,1
4,4,3,/,1,393.097,2284.626,1.451,1,2,0,0,1
4,4,3,/,1,395.64,2310.177,5.031,1,2,0,0,1
4,4,2,Z,1,655.272,2519.388,0.954,2,1,0,0,1
4,4,2,Z,1,535.734,2566.453,4.67,2,1,0,0,1
4,5,4,/,1,400.999,1859.228,4.413,2,2,0,0,1
4,5,4,/,1,342.268,2151.588,3.549,2,2,0,0,1
4,5,1,Z,1,530.216,1812.384,2.494,1,1,0,0,1
4,5,4,/,1,400.825,2178.46,-2.654,2,2,0,0,1
4,5,1,Z,1,525.208,2187.212,11.614,1,1,0,0,1
4,5,1,Z,1,429.991,2415.442,1.002,1,1,0,0,1
4,5,1,Z,1,416.987,2214.803,8.631,1,1,0,0,1
4,5,2,Z,1,484.457,2161.442,5.501,2,1,0,0,1
4,5,3,/,1,525.916,2055.276,8.734,1,2,0,0,1
4,5,1,Z,1,455.697,2283.473,6.626,1,1,0,0,1
4,5,3,/,1,431.272,2115.499,0.741,1,2,0,0,1
4,5,2,Z,1,570.107,2135.085,4.206,2,1,0,0,1
4,5,3,/,1,420.235,2054.86,5.648,1,2,0,0,1
4,5,3,/,1,468.188,2181.101,2.932,1,2,0,0,1
4,5,4,/,1,537.87,2205.552,2.963,2,2,0,0,1
4,5,3,/,1,388.124,2137.333,3.21,1,2,0,0,1
4,5,4,/,1,498.252,1956.69,1.265,2,2,0,0,1
4,5,1,Z,1,445.917,2061.107,2.225,1,1,0,0,1
4,5,3,/,1,516.099,2086.549,5.432,1,2,0,0,1
4,5,4,/,1,466.749,2285.14,8.086,2,2,0,0,1
4,5,1,Z,1,397.151,2170.67,7.115,1,1,0,0,1
4,5,2,Z,1,426.485,2287.022,5.086,2,1,0,0,1
4,5,4,/,1,351.932,1995.738,3.302,2,2,0,0,1
4,5,4,/,1,450.271,2031.901,8.179,2,2,0,0,1
4,5,2,Z,1,420.848,1968.148,-8.436,2,1,0,0,1
4,5,4,/,1,389.71,2079.776,4.321,2,2,0,0,1
4,5,2,Z,1,450.418,2187.088,4.475,2,1,0,0,1
4,5,1,Z,1,403.669,1527.737,16.187,1,1,0,0,1
4,5,2,Z,1,419.913,1992.53,1.858,2,1,0,0,1
4,5,2,Z,1,357.047,2170.114,6.162,2,1,0,0,1
4,5,2,Z,1,519.582,2087.772,3.814,2,1,0,0,1
4,5,4,/,1,396.728,2044.86,-0.185,2,2,0,0,1
4,5,2,Z,1,460.697,2135.239,6.504,2,1,0,0,1
4,5,3,/,1,646.682,2139.583,3.025,1,2,0,0,1
4,5,3,/,1,511.722,2080.46,2.562,1,2,0,0,1
4,5,1,Z,1,322.288,1988.548,8.289,1,1,0,0,1
4,5,3,/,1,552.398,1692.937,3.487,1,2,0,0,1
4,5,1,Z,1,341.871,1969.506,2.127,1,1,0,0,1
4,5,3,/,1,361.777,2106.012,5.247,1,2,0,0,1
4,5,2,Z,1,559.091,2492.475,14.671,2,1,0,0,1
4,6,2,Z,1,480.613,1649.552,4.132,2,1,0,0,1
4,6,4,/,1,486.47,2264.992,10.154,2,2,0,0,1
4,6,1,Z,1,387.551,2507.382,16.04,1,1,0,0,1
4,6,2,Z,1,376.741,2188.693,8.802,2,1,0,0,1
4,6,3,/,1,441.928,2208.437,5.555,1,2,0,0,1
4,6,2,Z,1,359.208,1947.81,13.179,2,1,0,0,1
4,6,4,/,1,336.58,2253.011,2.469,2,2,0,0,1
4,6,3,/,1,392.617,2090.094,0.494,1,2,0,0,1
4,6,1,Z,1,494.857,1799.02,4.206,1,1,0,0,1
4,6,3,/,1,415.6,2051.682,3.673,1,2,0,0,1
4,6,4,/,1,448.091,1985.371,3.611,2,2,0,0,1
4,6,4,/,1,461.377,2041.046,5.031,2,2,0,0,1
4,6,4,/,1,538.534,2127.578,9.537,2,2,0,0,1
4,6,2,Z,1,513.185,1650.046,10.71,2,1,0,0,1
4,6,2,Z,1,770.393,2034.472,32.96,2,1,0,0,1
4,6,1,Z,1,487.258,2101.845,16.04,1,1,0,0,1
4,6,1,Z,1,738.659,2207.612,39.146,1,1,0,0,1
4,6,2,Z,1,531.15,1787.724,19.292,2,1,0,0,1
4,6,3,/,1,494.327,1885.635,12.129,1,2,0,0,1
4,6,3,/,1,509.544,1843.922,7.5,1,2,0,0,1
4,6,3,/,1,498.416,1972.632,3.457,1,2,0,0,1
4,6,4,/,1,399.161,2048.845,1.79,2,2,0,0,1
4,6,1,Z,1,455.578,1889.726,15.306,1,1,0,0,1
4,6,1,Z,1,369.712,2027.713,15.795,1,1,0,0,1
4,6,3,/,1,318.87,1987.009,30.06,1,2,0,0,1
4,6,2,Z,1,488.778,2243.876,15.966,2,1,0,0,1
4,6,2,Z,1,428.82,2287.053,2.323,2,1,0,0,1
4,6,1,Z,1,602.848,2202.89,8.998,1,1,0,0,1
4,6,4,/,1,386.373,1972.974,3.395,2,2,0,0,1
4,6,4,/,1,453.482,1973.732,10.432,2,2,0,0,1
4,6,1,Z,1,350.878,2110.765,3.961,1,1,0,0,1
4,6,4,/,1,404.184,2236.213,3.642,2,2,0,0,1
4,6,2,Z,1,488.579,2198.785,19.39,2,1,0,0,1
4,6,3,/,1,382.291,1981.336,5.926,1,2,0,0,1
4,6,1,Z,1,402.605,2099.562,6.284,1,1,0,0,1
4,6,3,/,1,322.261,1929.133,8.487,1,2,0,0,1
4,6,1,Z,1,430.846,2060.243,18.314,1,1,0,0,1
4,6,2,Z,1,570.387,2048.792,16.92,2,1,0,0,1
4,6,4,/,1,365.265,2019.186,2.963,2,2,0,0,1
4,7,1,Z,1,485.348,2407.819,3.423,1,1,0,0,1
4,7,2,Z,1,607.129,2258.659,3.545,2,1,0,0,1
4,7,3,/,1,469.019,2129.998,3.487,1,2,0,0,1
4,7,1,Z,1,703.734,2202.335,4.157,1,1,0,0,1
4,7,3,/,1,369.358,1994.1,3.179,1,2,0,0,1
4,7,2,Z,1,441.795,2288.689,8.509,2,1,0,0,1
4,7,4,/,1,371.305,2061.854,2.562,2,2,0,0,1
4,7,1,Z,1,468.988,2059.317,4.157,1,1,0,0,1
4,7,3,/,1,408.89,2148.532,0.556,1,2,0,0,1
4,7,1,Z,1,309.854,2245.851,10.269,1,1,0,0,1
4,7,2,Z,1,584.565,1804.699,12.299,2,1,0,0,1
4,7,2,Z,1,484.589,2327.483,4.475,2,1,0,0,1
4,7,3,/,1,439.389,2083.835,2.932,1,2,0,0,1
4,7,1,Z,1,371.39,2122.03,3.105,1,1,0,0,1
4,7,2,Z,1,482.244,2363.222,82.693,2,1,0,0,1
4,7,3,/,1,380.642,1899.548,7.592,1,2,0,0,1
4,7,3,/,1,478.794,2278.587,6.481,1,2,0,0,1
4,7,4,/,1,410.789,2113.005,2.932,2,2,0,0,1
4,7,3,/,1,440.045,2052.855,3.055,1,2,0,0,1
4,7,1,Z,1,409.187,1954.568,4.597,1,1,0,0,1
4,7,4,/,1,462.3,1917.128,6.203,2,2,0,0,1
4,7,3,/,1,494.699,2014.247,-2.037,1,2,0,0,1
4,7,3,/,1,407.863,1991.899,6.049,1,2,0,0,1
4,7,4,/,1,430.98,2170.562,3.271,2,2,0,0,1
4,7,4,/,1,415.14,2069.091,3.487,2,2,0,0,1
4,7,1,Z,1,599.182,2244.215,10.71,1,1,0,0,1
4,7,2,Z,1,436.423,2311.867,6.333,2,1,0,0,1
4,7,4,/,1,358.003,2127.578,8.703,2,2,0,0,1
4,7,2,Z,1,451.175,2258.196,7.017,2,1,0,0,1
4,7,1,Z,1,386.73,2222.426,4.034,1,1,0,0,1
4,7,1,Z,1,341.166,2471.643,4.01,1,1,0,0,1
4,7,2,Z,1,373.974,2440.996,3.839,2,1,0,0,1
4,7,2,Z,1,365.473,2367.821,4.083,2,1,0,0,1
4,7,3,/,1,393.763,2123.323,4.938,1,2,0,0,1
4,7,4,/,1,467.337,2019.284,2.376,2,2,0,0,1
4,7,4,/,1,326.871,2128.531,4.444,2,2,0,0,1
4,7,1,Z,1,353.592,2184.681,6.528,1,1,0,0,1
4,7,2,Z,1,415.355,2307.052,7.237,2,1,0,0,1
4,7,4,/,1,370.581,2058.186,3.642,2,2,0,0,1
4,7,4,/,1,450.926,1977.986,2.839,2,2,0,0,1
4,8,3,/,1,410.217,2118.335,7.068,1,2,0,0,1
4,8,1,Z,1,303.527,2491.21,3.668,1,1,0,0,1
4,8,4,/,1,344.895,2147.921,3.518,2,2,0,0,1
4,8,4,/,1,640.889,2245.382,-6.389,2,2,0,0,1
4,8,2,Z,1,330.903,1979.413,5.061,2,1,0,0,1
4,8,3,/,1,327.076,1921.798,1.512,1,2,0,0,1
4,8,4,/,1,303.078,2155.623,3.117,2,2,0,0,1
4,8,4,/,1,300.459,2244.918,6.852,2,2,0,0,1
4,8,3,/,1,423.203,2234.844,3.055,1,2,0,0,1
4,8,4,/,1,435.65,2053.051,3.179,2,2,0,0,1
4,8,3,/,1,575.897,1961.36,48.516,1,2,0,0,1
4,8,1,Z,1,350.511,1853.184,7.775,1,1,0,0,1
4,8,1,Z,1,374.158,2154.775,7.604,1,1,0,0,1
4,8,1,Z,1,420.465,1286.359,10.465,1,1,0,0,1
4,8,2,Z,1,425.748,2226.685,0.416,2,1,0,0,1
4,8,2,Z,1,352.098,2372.203,4.646,2,1,0,0,1
4,8,1,Z,1,387.231,2467.291,3.081,1,1,0,0,1
4,8,1,Z,1,384.542,2261.344,3.888,1,1,0,0,1
4,8,2,Z,1,423.952,2223.476,11.712,2,1,0,0,1
4,8,2,Z,1,352.054,2584.94,12.983,2,1,0,0,1
4,8,4,/,1,421.938,2203.473,8.858,2,2,0,0,1
4,8,3,/,1,509.795,2263.623,-1.173,1,2,0,0,1
4,8,1,Z,1,349.502,2562.503,-1.809,1,1,0,0,1
4,8,2,Z,1,404.931,2419.886,7.506,2,1,0,0,1
4,8,3,/,1,427.082,2025.715,1.636,1,2,0,0,1
4,8,2,Z,1,472.983,2377.295,3.276,2,1,0,0,1
4,8,1,Z,1,399.148,2338.532,14.817,1,1,0,0,1
4,8,2,Z,1,444.934,2286.806,22.642,2,1,0,0,1
4,8,4,/,1,382.8,2373.652,4.228,2,2,0,0,1
4,8,4,/,1,419.643,2074.397,7.16,2,2,0,0,1
4,8,3,/,1,487.154,2224.452,-2.778,1,2,0,0,1
4,8,1,Z,1,423.531,2392.85,4.964,1,1,0,0,1
4,8,3,/,1,372.581,2243.328,3.704,1,2,0,0,1
4,8,4,/,1,304.185,2196.627,3.858,2,2,0,0,1
4,8,1,Z,1,433.842,2182.212,0.22,1,1,0,0,1
4,8,4,/,1,383.611,2115.572,4.043,2,2,0,0,1
4,8,3,/,1,307.131,2216.628,4.383,1,2,0,0,1
4,8,2,Z,1,504.248,2225.204,30.539,2,1,0,0,1
4,8,3,/,1,392.503,2088.92,2.778,1,2,0,0,1
4,9,3,/,1,256.459,2181.345,8.24,1,2,0,0,1
4,9,1,Z,1,371.679,2378.406,31.615,1,1,0,0,1
4,9,4,/,1,356.112,2117.528,13.364,2,2,0,0,1
4,9,1,Z,1,358.893,2079.192,2.91,1,1,0,0,1
4,9,3,/,1,387.03,1914.952,3.58,1,2,0,0,1
4,9,2,Z,1,471.687,1781.799,-1.174,2,1,0,0,1
4,9,2,Z,1,475.224,2021.973,1.1,2,1,0,0,1
4,9,2,Z,1,369.557,2268.35,6.724,2,1,0,0,1
4,9,3,/,1,385.634,2058.895,3.642,1,2,0,0,1
4,9,1,Z,1,354.424,2513.801,13.448,1,1,0,0,1
4,9,4,/,1,284.602,1994.931,5.216,2,2,0,0,1
4,9,2,Z,1,397.883,1977.222,21.468,2,1,0,0,1
4,9,4,/,1,307.889,1946.322,10.123,2,2,0,0,1
4,9,2,Z,1,413.873,1300.926,2.567,2,1,0,0,1
4,9,2,Z,1,456.8,2528.369,19.439,2,1,0,0,1
4,9,4,/,1,349.459,1923.754,1.42,2,2,0,0,1
4,9,4,/,1,344.744,2007.792,3.765,2,2,0,0,1
4,9,1,Z,1,413.541,1854.635,2.323,1,1,0,0,1
4,9,4,/,1,428.657,2023.563,11.574,2,2,0,0,1
4,9,3,/,1,751.323,2087.527,13.796,1,2,0,0,1
4,9,1,Z,1,657.125,1817.97,9.756,1,1,0,0,1
4,9,3,/,1,477.789,1299.056,2.099,1,2,0,0,1
4,9,3,/,1,520.307,2109.117,0.957,1,2,0,0,1
4,9,4,/,1,381.445,2061.144,1.944,2,2,0,0,1
4,9,4,/,1,347.883,2174.67,9.166,2,2,0,0,1
4,9,1,Z,1,375.506,1991.912,3.57,1,1,0,0,1
4,9,3,/,1,288.015,1976.642,2.901,1,2,0,0,1
4,9,3,/,1,217.601,1977.229,8.333,1,2,0,0,1
4,9,2,Z,1,599.446,2051.447,21.761,2,1,0,0,1
4,9,2,Z,1,467.929,2229.988,27.018,2,1,0,0,1
4,9,1,Z,1,556.293,2017.899,19.512,1,1,0,0,1
4,9,2,Z,1,449.429,2030.398,16.896,2,1,0,0,1
4,9,3,/,1,581.157,2207.728,6.111,1,2,0,0,1
4,9,1,Z,1,386.001,2166.657,3.863,1,1,0,0,1
4,9,2,Z,1,413.017,2460.841,48.609,2,1,0,0,1
4,9,4,/,1,364.645,2281.081,-6.265,2,2,0,0,1
4,9,3,/,1,448.184,2090.828,4.197,1,2,0,0,1
4,9,1,Z,1,428.42,1899.664,24.793,1,1,0,0,1
4,9,1,Z,1,366.998,2580.249,34.085,1,1,0,0,1
4,10,2,Z,1,418.824,1981.851,14.133,2,1,0,0,1
4,10,2,Z,1,530.184,1926.113,-4.083,2,1,0,0,1
4,10,1,Z,1,404,2127.307,7.775,1,1,0,0,1
4,10,3,/,1,539.578,1721.3,1.265,1,2,0,0,1
4,10,3,/,1,252.299,1952.24,1.944,1,2,0,0,1
4,10,3,/,1,274.431,2109.924,6.358,1,2,0,0,1
4,10,4,/,1,375.676,2051.584,9.074,2,2,0,0,1
4,10,4,/,1,402.014,2074.519,3.889,2,2,0,0,1
4,10,2,Z,1,456.64,1687.853,25.356,2,1,0,0,1
4,10,2,Z,1,404.272,1811.334,11.296,2,1,0,0,1
4,10,4,/,1,333.266,1976.324,2.778,2,2,0,0,1
4,10,2,Z,1,332.326,2499.358,16.382,2,1,0,0,1
4,10,2,Z,1,356.327,1810.841,15.209,2,1,0,0,1
4,10,1,Z,1,362.34,1966.852,2.078,1,1,0,0,1
4,10,4,/,1,343.766,2077.062,6.358,2,2,0,0,1
4,10,1,Z,1,482.177,1972.222,73.011,1,1,0,0,1
4,10,3,/,1,329.43,2015.812,3.117,1,2,0,0,1
4,10,4,/,1,382.001,1972.363,9.259,2,2,0,0,1
4,10,1,Z,1,508.975,1938.551,9.047,1,1,0,0,1
4,10,3,/,1,381.329,2069.042,0.432,1,2,0,0,1
4,10,3,/,1,413.921,1692.912,7.654,1,2,0,0,1
4,10,2,Z,1,589.364,1930.989,8.436,2,1,0,0,1
4,10,4,/,1,358.304,1944.195,5.864,2,2,0,0,1
4,10,2,Z,1,445.915,1695.815,-0.049,2,1,0,0,1
4,10,4,/,1,317.163,1668.07,3.148,2,2,0,0,1
4,10,4,/,1,393.529,1895.538,3.765,2,2,0,0,1
4,10,1,Z,1,318.824,1853.154,10.563,1,1,0,0,1
4,10,2,Z,1,628.299,1997.066,17.8,2,1,0,0,1
4,10,1,Z,1,373.083,1550.575,10.783,1,1,0,0,1
4,10,3,/,1,447.921,1660.417,20.369,1,2,0,0,1
4,10,1,Z,1,393.93,1511.503,5.648,1,1,0,0,1
4,10,3,/,1,320.908,1406.298,9.197,1,2,0,0,1
4,10,1,Z,1,298.079,1122.663,4.792,1,1,0,0,1
4,10,3,/,1,233.153,1839.496,1.605,1,2,0,0,1
4,10,4,/,1,393.37,2450.746,4.012,2,2,0,0,1
4,10,4,/,1,319.042,2318.1,1.049,2,2,0,0,1
4,11,3,/,1,317.551,2257.486,2.809,1,2,0,0,1
4,11,1,Z,1,643.857,1863.894,5.648,1,1,0,0,1
4,11,2,Z,1,508.052,1813.557,3.521,2,1,0,0,1
4,11,2,Z,1,388.483,2205.359,11.834,2,1,0,0,1
4,11,1,Z,1,321.42,2110.147,15.844,1,1,0,0,1
4,11,3,/,1,353.511,1727.56,6.913,1,2,0,0,1
4,11,1,Z,1,324.157,1860.067,3.57,1,1,0,0,1
4,11,3,/,1,378.732,1484.199,3.734,1,2,0,0,1
4,11,2,Z,1,519.661,2135.208,13.106,2,1,0,0,1
4,11,1,Z,1,357.793,2126.011,20.49,1,1,0,0,1
4,11,4,/,1,328.589,2269.002,9.753,2,2,0,0,1
4,11,4,/,1,464.91,2000.53,4.105,2,2,0,0,1
4,11,3,/,1,397.05,2132.688,4.784,1,2,0,0,1
4,11,1,Z,1,287.128,1863.647,2.812,1,1,0,0,1
4,11,3,/,1,404.924,2392.455,29.227,1,2,0,0,1
4,11,4,/,1,370.887,2151.466,3.704,2,2,0,0,1
4,11,3,/,1,426.476,2295.849,2.315,1,2,0,0,1
4,11,1,Z,1,339.632,2381.616,1.271,1,1,0,0,1
4,11,4,/,1,334.659,1937.716,2.407,2,2,0,0,1
4,11,2,Z,1,384.148,2339.334,3.105,2,1,0,0,1
4,11,3,/,1,373.033,1800.423,9.629,1,2,0,0,1
4,11,3,/,1,367.11,1890.868,10.987,1,2,0,0,1
4,11,1,Z,1,327.206,2012.992,10.367,1,1,0,0,1
4,11,4,/,1,358.315,2194.573,15.03,2,2,0,0,1
4,11,3,/,1,419.01,2160.293,13.117,1,2,0,0,1
4,11,2,Z,1,599.727,2194.279,14.744,2,1,0,0,1
4,11,4,/,1,459.043,1671.249,2.685,2,2,0,0,1
4,11,4,/,1,377.656,1811.011,4.105,2,2,0,0,1
4,11,4,/,1,380.229,1995.86,4.383,2,2,0,0,1
4,11,2,Z,1,493.532,2200.452,5.966,2,1,0,0,1
4,11,2,Z,1,415.011,2270.479,3.228,2,1,0,0,1
4,11,1,Z,1,341.191,1990.616,-0.22,1,1,0,0,1
4,11,3,/,1,396.587,1792.624,3.549,1,2,0,0,1
4,11,4,/,1,460.303,1923.436,3.611,2,2,0,0,1
4,11,1,Z,1,332.001,1143.557,3.007,1,1,0,0,1
4,11,4,/,1,390.987,1823.432,3.21,2,2,0,0,1
4,12,2,Z,1,493.588,2128.357,-11.223,2,1,0,0,1
4,12,1,Z,1,382.152,1728.622,13.668,1,1,0,0,1
4,12,2,Z,1,366.24,2087.772,-1.027,2,1,0,0,1
4,12,3,/,1,772.85,1451.704,17.345,1,2,0,0,1
4,12,1,Z,1,415.373,1970.216,7.482,1,1,0,0,1
4,12,4,/,1,633.466,1560.951,18.734,2,2,0,0,1
4,12,4,/,1,472.617,1681.861,23.271,2,2,0,0,1
4,12,1,Z,1,376.372,1586.808,3.203,1,1,0,0,1
4,12,4,/,1,374.298,1951.213,2.994,2,2,0,0,1
4,12,1,Z,1,449.02,1855.252,-2.323,1,1,0,0,1
4,12,3,/,1,324.569,2052.464,3.92,1,2,0,0,1
4,12,3,/,1,253.407,1948.89,1.975,1,2,0,0,1
4,12,4,/,1,480.539,2135.72,7.129,2,2,0,0,1
4,12,4,/,1,335.463,1982.412,1.728,2,2,0,0,1
4,12,1,Z,1,585.071,2261.499,10.269,1,1,0,0,1
4,12,4,/,1,355.532,2017.499,5.432,2,2,0,0,1
4,12,3,/,1,422.881,2214.11,4.29,1,2,0,0,1
4,12,4,/,1,403.475,2022.243,0.525,2,2,0,0,1
4,12,2,Z,1,695.916,1965.587,7.36,2,1,0,0,1
4,12,2,Z,1,426.215,2342.636,0.513,2,1,0,0,1
4,12,3,/,1,430.803,1815.607,4.321,1,2,0,0,1
4,12,1,Z,1,418.556,1814.915,1.296,1,1,0,0,1
4,12,3,/,1,612.456,757.956,32.406,1,2,0,0,1
4,12,3,/,1,495.424,285.465,8.827,1,2,0,0,1
4,12,4,/,1,412.788,606.36,6.944,2,2,0,0,1
4,12,2,Z,1,561.572,221.872,36.701,2,1,0,0,1
4,12,4,/,1,441.254,330.993,2.654,2,2,0,0,1
4,12,3,/,1,527.949,226.074,12.222,1,2,0,0,1
4,12,4,/,1,464.963,156.462,4.105,2,2,0,0,1
4,12,2,Z,1,479.884,169.529,-2.176,2,1,0,0,1
4,12,1,Z,1,379.727,292.887,2.201,1,1,0,0,1
4,12,1,Z,1,392.568,397.728,1.076,1,1,0,0,1
4,12,2,Z,1,469.806,260.296,40.1,2,1,0,0,1
4,12,3,/,1,451.067,280.648,8.086,1,2,0,0,1
4,12,2,Z,1,427.723,345.169,6.211,2,1,0,0,1
4,12,1,Z,1,402.354,406.648,7.335,1,1,0,0,1
